kind,crawl_role,path_group,title,h1,meta_description,url,canonical,status_code
product,detail,products/secure-wifi,Sophos Wireless: High Performance Wireless Security,Sophos Wireless,"The Smarter Way to Secure Wi-Fi. Sophos Wireless is easy to deploy and manage, so your wireless networks are up and running in no time. Try it free today.",https://www.sophos.com/en-gb/products/secure-wifi,https://www.sophos.com/en-gb/products/secure-wifi,200
product,detail,products/secure-wifi,Wireless Security and Management Features | Sophos AP6,Sophos Wireless Features,Sophos Wireless Features. Our pragmatic approach to Wi-Fi management provides you with a solution that is easy to set up and secure. Learn More.,https://www.sophos.com/en-gb/products/secure-wifi/features,https://www.sophos.com/en-gb/products/secure-wifi/features,200
product,detail,products/secure-wifi,"Sophos AP6, APX Series Cloud Managed Wi-Fi Access Points",AP6 Series,"With a broad feature-set and ultimate scalability, our cloud-managed models offer performance to suit both general Wi-Fi usage and the high throughput requirements of medium and high-density environments.",https://www.sophos.com/en-gb/products/secure-wifi/tech-specs,https://www.sophos.com/en-gb/products/secure-wifi/tech-specs,200
product,detail,products/server-security,Server Security: Sophos Workload Protection with XDR,Server Workload Protection,"Sophos server workload protection. Flexible, lightweight server host is optimized for performance with straightforward licensing and deployment, learn more.",https://www.sophos.com/en-gb/products/server-security,https://www.sophos.com/en-gb/products/server-security,200
product,detail,products/server-security,Sophos Endpoint Tech Specs,Sophos Endpoint Tech Specs,"View technical specifications for Sophos Endpoint Protection, including platform coverage, Workspace Protection integration, optional add-ons, and device security capabilities.",https://www.sophos.com/en-gb/products/server-security/tech-specs,https://www.sophos.com/en-gb/products/endpoint-security/tech-specs,200
product,detail,products/sophos-central,Sophos Central - Synchronize Your Network Security,Sophos Central,"Sophos Central: The world’s trusted cybersecurity platform unifying next-gen solutions. Manage endpoint, email, mobile, and server protection from one powerful cloud-based console.",https://www.sophos.com/en-gb/products/sophos-central,https://www.sophos.com/en-gb/products/sophos-central,200
product,detail,products/sophos-email,Sophos Email,Sophos Email,"Sophos Email prevents email threats from reaching users' inboxes through multi-layered AI protection, unmatched threat intelligence, and strong brand and identity detection. It also seamlessly integrates with Microsoft 365 and Google Workspace, includes phishing simulation and user awareness training, and provides Sophos MDR with exceptional visibility into email threats. With DMARC Manager, organizations can effortlessly navigate DMARC implementation, automating report analysis and guiding them toward full conformance to protect their brand from spoofing and phishing with minimal effort.",https://www.sophos.com/en-gb/products/sophos-email,https://www.sophos.com/en-gb/products/sophos-email,200
product,detail,products/sophos-email,Sophos Email Features and Technical Specifications,Sophos Email and EMS Tech Specs,See the Advanced Email Security Features and Specifications Included with Sophos Email.,https://www.sophos.com/en-gb/products/sophos-email/tech-specs,https://www.sophos.com/en-gb/products/sophos-email/tech-specs,200
product,detail,products/sophos-email,Product - tech-specs - 1764658284911,Product - tech-specs - 1764658284911,,https://www.sophos.com/en-gb/products/sophos-email/tech-specs-product,https://www.sophos.com/en-gb/products/sophos-email/tech-specs-product,200
product,detail,products/sophos-factory,,,,https://www.sophos.com/en-gb/products/sophos-factory,,0
product,detail,products/sophos-switch,Sophos Switches | Control Device Access at the LAN Edge,Sophos Switch,"Sophos Switches. 8, 24, and 48 port network access layer switches put you in control of secure device access for branch offices, retail and SMBs.",https://www.sophos.com/en-gb/products/sophos-switch,https://www.sophos.com/en-gb/products/sophos-switch,200
product,detail,products/sophos-switch,100-series-network-switch-compare,Sophos Switch model comparison,Generated page: 100-series-network-switch-compare,https://www.sophos.com/en-gb/products/sophos-switch/100-series-network-switch-compare,https://www.sophos.com/en-gb/products/sophos-switch/100-series-network-switch-compare,200
product,detail,products/sophos-switch,100-series-network-switch-compare,Sophos Switch model comparison,Generated page: 100-series-network-switch-compare,https://www.sophos.com/en-gb/products/sophos-switch/100-series-network-switch-compare-2,https://www.sophos.com/en-gb/products/sophos-switch/100-series-network-switch-compare,200
product,detail,products/sophos-switch,Product - 100-series-network-switch-compare - 1763479324203,Product - 100-series-network-switch-compare - 1763479324203,,https://www.sophos.com/en-gb/products/sophos-switch/100-series-network-switch-compare-product,https://www.sophos.com/en-gb/products/sophos-switch/100-series-network-switch-compare-product,200
product,detail,products/sophos-switch,Compare 200 and 1000 Series Sophos Switches - Multi-gigabit Models,Sophos Switch model comparison,Compare Sophos 200 and 1000 Series switches. Our 2.5 and 10 GE multi-gigabit switches ensure faster connectivity across the network to prevent bottlenecks.,https://www.sophos.com/en-gb/products/sophos-switch/200-1000-series-network-switch-compare,https://www.sophos.com/en-gb/products/sophos-switch/200-1000-series-network-switch-compare,200
product,detail,products/sophos-switch,Sophos Switch Software Features | Sophos LAN Switches,Sophos Switch software features,"Sophos Switch Features. Cloud-Managed, 8, 24, and 48 Port Network Access Layer Switches with VLAN Segmentation and QoS at the Access Layer. Learn More.",https://www.sophos.com/en-gb/products/sophos-switch/features,https://www.sophos.com/en-gb/products/sophos-switch/features,200
product,detail,products/taegis,Taegis Platform - Enterprise-grade Security Operations Platform,Taegis SecOps platform,"The Taegis platform provides visibility across your entire attack surface by integrating threat information from your existing and future security investments, enabling greater efficiency and better security outcomes.",https://www.sophos.com/en-gb/products/taegis,https://www.sophos.com/en-gb/products/taegis,200
product,detail,products/unified-threat-management,Unified Threat Management | Sophos UTM Appliances,The Ultimate Security Package,Sophos UTM Appliance: The Ultimate Security Package. Our Centralized Management with Firewall Sandboxing Provides the Threat Protection You Need.,https://www.sophos.com/en-gb/products/unified-threat-management,https://www.sophos.com/en-gb/products/unified-threat-management,200
product,detail,products/unified-threat-management-product,Product - Unified Threat Management | Sophos UTM Appliances - 1764063686704,Product - Unified Threat Management | Sophos UTM Appliances - 1764063686704,,https://www.sophos.com/en-gb/products/unified-threat-management-product,https://www.sophos.com/en-gb/products/unified-threat-management-product,200
product,detail,products/unified-threat-management,UTM Device Add Ons | Sophos Unified Threat Management,,"Wireless Access Points, Remote Ethernet Devices (SD-RED) and Sophos UTM Manager can help expand your UTM protection. Learn more and get a no obligation quote today.",https://www.sophos.com/en-gb/products/unified-threat-management/add-ons,https://www.sophos.com/en-gb/products/unified-threat-management/add-ons,200
product,detail,products/videos,Cybersecurity Videos: See How Sophos Delivers Cybersecurity,Sophos,"Watch how Sophos Delivers Cybersecurity as a Service and a Centralized Platform, Synchronized to Secure All Users. Sophos is Cybersecurity Delivered.",https://www.sophos.com/en-gb/products/videos,https://www.sophos.com/en-gb/products/videos,200
product,detail,products/workspace-protection,Sophos DNS Protection - Sophos Workspace Protection,DNS Protection,"Sophos DNS Protection uses AI-powered threat intelligence from Sophos X-Ops to block malicious, risky, and unwanted domains across all ports and applications, ensuring fast, secure DNS resolution for networks and endpoints.",https://www.sophos.com/en-gb/products/workspace-protection/dns-protection,https://www.sophos.com/en-gb/products/workspace-protection/dns-protection,200
product,detail,products/workspace-protection,Sophos Email Monitoring System - Workspace Protection,Email Monitoring System,"Sophos Email Monitoring System enhances visibility into advanced email threats, uncovers missed attacks, and integrates telemetry into Sophos MDR and XDR for stronger security and faster remediation.",https://www.sophos.com/en-gb/products/workspace-protection/email-monitoring-system,https://www.sophos.com/en-gb/products/workspace-protection/email-monitoring-system,200
product,detail,products/workspace-protection,Sophos Protected Browser - Sophos Workspace Protection,Protected Browser,"Sophos Protected Browser provides a hardened Chromium browser with granular controls, zero-trust connectivity, SaaS app control, data boundary protections, and integrated SWG and DNS security for hybrid and remote workers.",https://www.sophos.com/en-gb/products/workspace-protection/protected-browser,https://www.sophos.com/en-gb/products/workspace-protection/protected-browser,200
product,detail,products/workspace-protection,Sophos Workspace Protection - Protect Hybrid and Remote Workers,Sophos Workspace Protection - Tech Specs,"Protect hybrid and remote workspaces with secure guest access, zero-trust network access, hardened browser security, and DNS protection in one workspace protection bundle.",https://www.sophos.com/en-gb/products/workspace-protection/tech-specs,https://www.sophos.com/en-gb/products/endpoint-security/tech-specs,200
product,detail,products/xdr-with-next-gen-siem,"Sophos XDR with Next-Gen SIEM. SecOps and compliance, unified",Extended Detection and Response (XDR) with Next-Gen SIEM,"One AI-Native Cybersecurity Defense System for protection, threat detection, response, and compliance. Sophos XDR with Next-Gen SIEM unifies SecOps and audit-ready retention up to 10 years.",https://www.sophos.com/en-gb/products/xdr-with-next-gen-siem,https://www.sophos.com/en-gb/products/xdr-with-next-gen-siem,200
product,detail,products/xdr-with-next-gen-siem-product,Product - xdr-with-next-gen-siem - 1764752165755,Product - xdr-with-next-gen-siem - 1764752165755,,https://www.sophos.com/en-gb/products/xdr-with-next-gen-siem-product,https://www.sophos.com/en-gb/products/xdr-with-next-gen-siem-product,200
product,detail,products/zero-trust-network-access,Sophos ZTNA - Zero Trust Network Access,Zero Trust Network Access,"Sophos ZTNA delivers secure Zero Trust access, removing implicit trust and protecting applications with device posture, Synchronized Security, and seamless access for remote and hybrid workers.",https://www.sophos.com/en-gb/products/zero-trust-network-access,https://www.sophos.com/en-gb/products/zero-trust-network-access,200
product,detail,products/zero-trust-network-access,ZTNA Platform | Sophos Zero Trust Tech Specs,Sophos ZTNA Tech Specs,Sophos Zero Trust Technical Specifications. Supported Platforms and Gateway Specifications for Sophos ZTNA. No Deployment Required.,https://www.sophos.com/en-gb/products/zero-trust-network-access/tech-specs,https://www.sophos.com/en-gb/products/zero-trust-network-access/tech-specs,200
product,detail,products/zero-trust-network-access,Product - tech-specs - 1764403309418,Product - tech-specs - 1764403309418,,https://www.sophos.com/en-gb/products/zero-trust-network-access/tech-specs-product,https://www.sophos.com/en-gb/products/zero-trust-network-access/tech-specs-product,200
product_category,group,products/advisory-services,Sophos Advisory Services - Security Testing and Risk Assessment,Sophos Advisory Services,"Identify vulnerabilities, strengthen defenses, and enhance resilience with Sophos Advisory Services – proactive security testing and expert guidance.",https://www.sophos.com/en-gb/products/advisory-services,https://www.sophos.com/en-gb/products/advisory-services,200
product_category,group,products/cloud-native-security,"Cloud Security Solutions for AWS, Azure, GCP, and OCI | Sophos","Unified cloud security, from edge to workload.","Sophos delivers a unified AI-native cloud security system, covering workloads, networks, and identities across AWS, Azure, GCP, and OCI, with XDR, MDR, SIEM, ITDR, and next-gen firewall in a single console.",https://www.sophos.com/en-gb/products/cloud-native-security,https://www.sophos.com/en-gb/public-cloud,200
product_category,group,products/endpoint,Advanced Endpoint Portfolio for Better Security Outcomes,Get Better Security Outcomes with the Sophos Endpoint Portfolio,Sophos Endpoint Portfolio. Sophos endpoint solutions are tightly integrated and synchronized to instantly identify and respond to active threats.,https://www.sophos.com/en-gb/products/endpoint,https://www.sophos.com/en-gb/products/endpoint,200
product_category,group,products/managed-security-services,Managed Security Services | Sophos,"Award-winning cybersecurity services and technology, delivered exactly how you need it",We Deliver Superior Cybersecurity Outcomes for Real-World Organizations Worldwide with a Broad Portfolio of Advanced Security Products and Services.,https://www.sophos.com/en-gb/products/managed-security-services,https://www.sophos.com/en-gb/products/managed-security-services,200
product_category,group,products/network,Sophos Network: Your Complete Network Security Portfolio,Your Complete Network Security Portfolio,Everything you need to secure your network: One integrated suite of products. One cloud management console. One vendor. Sophos Network Security.,https://www.sophos.com/en-gb/products/network,https://www.sophos.com/en-gb/products/network,200
product_category,group,products/workspace-protection,Sophos Workspace Protection,Workspace Protection,"Sophos Workspace Protection provides easy, affordable protection for remote and hybrid workers with a tightly integrated solution including a Protected Browser, ZTNA, DNS Protection, Email Monitoring System, and more.",https://www.sophos.com/en-gb/products/workspace-protection,https://www.sophos.com/en-gb/products/workspace-protection,200
products_overview,overview,products,products,Sophos Products,Generated page: products,https://www.sophos.com/en-gb/products,https://www.sophos.com/en-gb/products,200
service,detail,services,Penetration Testing | Secureworks,Penetration Testing,Description,https://www.sophos.com/en-gb/services/advisory-services/penetration-testing,https://www.sophos.com/en-gb/services/advisory-services/penetration-testing,200
service,detail,services,Sophos MDR | 24/7 Managed Detection & Response | Agentic SOC,AI speed. Human judgment.,"Sophos MDR is the world's largest Agentic SOC. Fully managed, 24/7 detection and response for the agentic era. AI resolves 52% of cases in 89 seconds. Sophos Analysts supervise the AI and own every outcome. No caps on incident response.",https://www.sophos.com/en-gb/services/managed-detection-and-response,https://www.sophos.com/en-gb/services/managed-detection-and-response,200
service,detail,services,MDR for Microsoft | Sophos Managed Security,Expert-led threat detection and response for Microsoft environments,"Let Sophos extend your team with highly skilled experts who monitor, investigate, and respond to Microsoft Security alerts 24/7.",https://www.sophos.com/en-gb/services/managed-detection-and-response/microsoft,https://www.sophos.com/en-gb/services/managed-detection-and-response/microsoft,200
service,detail,services,Sophos Managed Risk - Vulnerability Management Service,Sophos Managed Risk,"Sophos Managed Risk identifies and prioritizes critical vulnerabilities, providing proactive monitoring, expert guidance, and attack surface visibility to protect your business from cyber threats.",https://www.sophos.com/en-gb/services/managed-risk,https://www.sophos.com/en-gb/services/managed-risk,200
service,detail,services,Sophos Security Services Retainer,Sophos Security Services Retainer,Prevent more. Respond faster. Spend smarter.,https://www.sophos.com/en-gb/services/security-services-retainer,https://www.sophos.com/en-gb/services/security-services-retainer,200
solution,detail,solutions,"Cloud Security Solutions for AWS, Azure, GCP, and OCI | Sophos","Unified cloud security, from edge to workload.","Sophos delivers a unified AI-native cloud security system, covering workloads, networks, and identities across AWS, Azure, GCP, and OCI, with XDR, MDR, SIEM, ITDR, and next-gen firewall in a single console.",https://www.sophos.com/en-gb/public-cloud,https://www.sophos.com/en-gb/public-cloud,200
solution,detail,solutions,Sophos AI Technologies for Advanced Cybersecurity,AI-powered cyber defenses,"Sophos&#039; AI technologies combine deep learning, GenAI, and human expertise to deliver unmatched cyber threat protection.",https://www.sophos.com/en-gb/solutions/ai-cybersecurity,https://www.sophos.com/en-gb/solutions/ai-cybersecurity,200
solution,detail,solutions,Sophos AI Assistant,Sophos AI Assistant,"Empower your team to stop threats fast with Sophos AI Assistant, built with Sophos MDR analysts to help all skill levels quickly neutralize adversaries.",https://www.sophos.com/en-gb/solutions/ai-cybersecurity/ai-assistant,https://www.sophos.com/en-gb/solutions/ai-cybersecurity/ai-assistant,200
solution,detail,solutions,Sophos AI for Cybersecurity Toolkit - Download,AI for cybersecurity toolkit,The Sophos AI for cybersecurity toolkit provides essential resources to help you cut through the noise so you can harness AI safely and effectively.,https://www.sophos.com/en-gb/solutions/ai-cybersecurity/ai-cybersecurity-toolkit,https://www.sophos.com/en-gb/solutions/ai-cybersecurity/ai-cybersecurity-toolkit,200
solution,detail,solutions,24/7 Managed Detection and Response to Neutralize Cyber Threats - Sophos,Neutralize cyber threats around the clock,"24/7 MDR security that prevents, detects, and responds—minimizing risk, reducing alert fatigue, and neutralizing cyber threats around the clock",https://www.sophos.com/en-gb/solutions/neutralize-threats,https://www.sophos.com/en-gb/solutions/mdr-security-solutions,200
solution_compliance,detail,solutions/compliance,CCPA - IT Security and Compliance Resources | Sophos,Sophos supports efforts to comply with the CCPA,"Learn about the Differences Between GDPR and CCPA, Get Resources and Explore the Complete Security Solutions from Sophos.",https://www.sophos.com/en-gb/solutions/compliance/ccpa,https://www.sophos.com/en-gb/solutions/compliance/ccpa,200
solution_compliance,detail,solutions/compliance,CIPA Compliance: Securing Schools and Libraries | Sophos,Easily comply with CIPA requirements with help from Sophos,Sophos provides tools and solutions to help schools and libraries define and establish a CIPA-compliant Internet Safety Policy. Learn More.,https://www.sophos.com/en-gb/solutions/compliance/cipa,https://www.sophos.com/en-gb/solutions/compliance/cipa,200
solution_compliance,detail,solutions/compliance,CIS Compliance: Sophos Device Management and Policy Enforcement,CIS Critical Security Controls are essential for your security,Sophos’ next-gen security solutions offer resilient cyber defenses and data protection tools to help you meet the increasing regulatory compliance requirements for your industry and geography.,https://www.sophos.com/en-gb/solutions/compliance/cis-critical-security-controls,https://www.sophos.com/en-gb/solutions/compliance/cis-critical-security-controls,200
solution_compliance,detail,solutions/compliance,GDPR Security | Sophos Encryption for General Data Protection Regulation and Compliance,Get help with the EU General Data Protection Regulation (GDPR),Sophos can help your efforts to comply with the GDPR and minimize the risk of a fine by keeping your data and devices secure.,https://www.sophos.com/en-gb/solutions/compliance/gdpr,https://www.sophos.com/en-gb/solutions/compliance/gdpr,200
solution_compliance,detail,solutions/compliance,HIPAA Security: Centralized Data Encryption for Healthcare,Sophos supports your efforts to fast-track HIPAA compliance,"Sophos Protects PHI with Always-On Encryption. Manage from Anywhere, Secure and Comply with Sophos HIPAA Security Solutions.",https://www.sophos.com/en-gb/solutions/compliance/hipaa,https://www.sophos.com/en-gb/solutions/compliance/hipaa,200
solution_compliance,detail,solutions/compliance,PCI DSS Compliance for Cardholder Data Protection,PCI DSS compliance can be a challenge,Sophos for PCI/DSS Compliance. Secure Cardholder Data with End-to-End Protection. Implement a Zero-Trust Policy Today.,https://www.sophos.com/en-gb/solutions/compliance/pci-dss,https://www.sophos.com/en-gb/solutions/compliance/pci-dss,200
solution_compliance,detail,solutions/compliance,SOX Compliance and Data Protection | Sophos Solutions,SOX compliance is important for your financial data security,Sophos’ next-gen security includes several solutions that can help you achieve and manage SOX compliance and ensure financial record availability.,https://www.sophos.com/en-gb/solutions/compliance/sox,https://www.sophos.com/en-gb/solutions/compliance/sox,200
solution_industry,detail,solutions/industries,Education Network Security: Purpose Built for Schools and Higher Education,Cybersecurity as a service for Education,"Keep your students, faculty, and data secure on-campus, remotely, or in the cloud with adaptive security solutions from Sophos. Cybersecurity Delivered.",https://www.sophos.com/en-gb/solutions/industries/education,https://www.sophos.com/en-gb/solutions/industries/education,200
solution_industry,detail,solutions/industries,Education Network Security: Purpose Built for Schools and Higher Education,Sophos Protected Classroom,"Keep your students, faculty, and data secure on-campus, remotely, or in the cloud with adaptive security solutions from Sophos. Cybersecurity Delivered.",https://www.sophos.com/en-gb/solutions/industries/education1,https://www.sophos.com/en-gb/solutions/industries/education1,200
solution_industry,detail,solutions/industries,Complete Data Security for Banks and Financial Networks | Sophos,"Trust Sophos to Secure Your Financial Data, Transactions, and Operations",Generated page: Complete Data Security for Banks and Financial Networks | Sophos,https://www.sophos.com/en-gb/solutions/industries/finance-and-banking,https://www.sophos.com/en-gb/solutions/industries/finance-and-banking,200
solution_industry,detail,solutions/industries,Government Data Protection | Mission Critical Security,Trust Sophos Cybersecurity for Uninterrupted Delivery of Essential Services by Government Agencies,"Zero Trust Approach for Government Networks and Institutions. Trust nothing, verify everything, and get absolute control over who can access data on your network.",https://www.sophos.com/en-gb/solutions/industries/government,https://www.sophos.com/en-gb/solutions/industries/government,200
solution_industry,detail,solutions/industries,Healthcare Cybersecurity | Sophos Healthcare Solutions,Trusted cybersecurity for NHS,Protect IT environments and sensitive ePHI to help with compliance and stringent regulatory mandates with Sophos complete healthcare cybersecurity solutions.,https://www.sophos.com/en-gb/solutions/industries/healthcare,https://www.sophos.com/en-gb/solutions/industries/healthcare,200
solution_industry,detail,solutions/industries,Data Security for the Manufacturing Industry | Sophos,The World's Most Trusted Cybersecurity for Modern Manufacturing,Sophos Provides Complete Security Solutions for Facilities and Modern Manufacturing Organizations Across the Globe.,https://www.sophos.com/en-gb/solutions/industries/manufacturing,https://www.sophos.com/en-gb/solutions/industries/manufacturing,200
solution_industry,detail,solutions/industries,Point of Sale (POS) Data Protection: Sophos End-to-End Security,End-to-End Cybersecurity for Retailers,Sophos’ unique security ecosystem offers robust cybersecurity for distributed and online retail establishments. Learn more.,https://www.sophos.com/en-gb/solutions/industries/retail,https://www.sophos.com/en-gb/solutions/industries/retail,200
solution_industry,detail,solutions/industries,Sophos for Federal Agencies: Cybersecurity as a Service,Cybersecurity as a Service for Federal Government,Federal agencies face greater cyber risk than ever before. Learn how Sophos managed services and self managed solutions protects mission-critical assets.,https://www.sophos.com/en-gb/solutions/industries/us-federal,https://www.sophos.com/en-gb/solutions/industries/us-federal,200
solution_use_case,detail,solutions/use-cases,Cyber Insurance: How to Manage Risk and Cost | Sophos,Optimize Your Cyber Insurance Position,Learn how to minimize the risk of cyber attacks and make it easier to get the type of insurance coverage you need. Get free downloads and contact us to discuss your requirements.,https://www.sophos.com/en-gb/solutions/use-cases/cyber-insurance,https://www.sophos.com/en-gb/solutions/use-cases/cyber-insurance,200
solution_use_case,detail,solutions/use-cases,Data Protection with Sophos Complete Security SolutionsSecurity,Data Loss Prevention,"Complete Data Protection with 24/7 Managed Security Services, Advanced Endpoint Protection with XDR, Sophos Next Gen Firewall and Public Cloud Security for Organizations of Any Size.",https://www.sophos.com/en-gb/solutions/use-cases/data-protection,https://www.sophos.com/en-gb/solutions/use-cases/data-protection,200
solution_use_case,detail,solutions/use-cases,Insider Threat Detection and Mitigation | Sophos,Insider Threat Protection,"Sophos Provides Proactive, Prevention Focused Mitigation Solutions to Identify Threats and Secure Critical Data. Learn More.",https://www.sophos.com/en-gb/solutions/use-cases/insider-threat-protection,https://www.sophos.com/en-gb/solutions/use-cases/insider-threat-protection,200
solution_use_case,detail,solutions/use-cases,Sophos and Microsoft: Stronger together for better security,Sophos and Microsoft: Stronger together for better security,"Strengthen protection across Microsoft environments with Sophos. Reduce risk, boost security ROI, and enhance defense with integrated cybersecurity solutions.",https://www.sophos.com/en-gb/solutions/use-cases/microsoft,https://www.sophos.com/en-gb/solutions/use-cases/microsoft,200
solution_use_case,detail,solutions/use-cases,Sophos Email & M365 Integration: Microsoft 365 Security,Sophos Email for Microsoft 365,"Sophos Email integrates with M365 email in minutes, protecting users faster, and unlocking end-to-end visibility across your full M365 suite with Sophos XDR.",https://www.sophos.com/en-gb/solutions/use-cases/microsoft-365-email,https://www.sophos.com/en-gb/solutions/use-cases/microsoft-365,200
solution_use_case,detail,solutions/use-cases,Ransomware Protection and Rapid Response Services from Sophos,Strengthen your ransomware defenses,Learn how to detect and stop ransomware at multiple stages of the attack chain with advanced network protection and 24/7 threat monitoring solutions.,https://www.sophos.com/en-gb/solutions/use-cases/ransomware-protection,https://www.sophos.com/en-gb/solutions/use-cases/ransomware-protection,200
solution_use_case,detail,solutions/use-cases,Ransomware Protection and Rapid Response Services from Sophos,Strengthen your ransomware defenses,Learn how to detect and stop ransomware at multiple stages of the attack chain with advanced network protection and 24/7 threat monitoring solutions.,https://www.sophos.com/en-gb/solutions/use-cases/ransomware-protection-1,https://www.sophos.com/en-gb/solutions/use-cases/ransomware-protection,200
solution_use_case,detail,solutions/use-cases,Remote Work Security: Sophos for Your Remote Workforce,Secure your remote workforce,Secure the anywhere organization with the complete security offerings from Sophos. Any location. Any device. Any resource. Cybersecurity Delivered.,https://www.sophos.com/en-gb/solutions/use-cases/remote-working,https://www.sophos.com/en-gb/solutions/use-cases/remote-working,200
solution_use_case,detail,solutions/use-cases,,,,https://www.sophos.com/en-gb/solutions/use-cases/supply-chain-security,,0
solution_use_case,detail,solutions/use-cases,Threat Prevention: Security at the Network Perimeter,Threat Prevention,"Sophos Threat Prevention. Get unmatched visibility, protection, and performance for the most demanding networks of today. Learn More.",https://www.sophos.com/en-gb/solutions/use-cases/threat-prevention,https://www.sophos.com/en-gb/solutions/use-cases/threat-prevention,200
solution_use_case,detail,solutions/use-cases,Secure Your Virtual Deployments with Sophos | Virtualization Security,Virtualization,Specifically Designed for High Performance in Virtualized Workloads. Centralize Your VM Security with Sophos.,https://www.sophos.com/en-gb/solutions/use-cases/virtualization,https://www.sophos.com/en-gb/solutions/use-cases/virtualization,200
solutions_overview,overview,solutions,"Sophos Solutions: Next-Gen Security Solutions for Industries, Cloud, Use Cases, and Compliance","Next-Gen Security Solutions for Industries, Use Cases, and Compliance","Learn About Sophos Next Generation Solutions. Get Free Downloads, Use Cases, Analyst Reports and More About Securing Your Organization from the Next Cyber Attack.",https://www.sophos.com/en-gb/solutions,https://www.sophos.com/en-gb/solutions,200
